epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,255.493,0.43975,0.49852,0.89841,0.99201,0.97478,0.9917,0.94921,0.30279,0.31367,0.81768,0.000548141,0.000548141,0.000548141
20,264.142,0.45441,0.49658,0.91305,0.98988,0.97645,0.99024,0.94359,0.31175,0.31474,0.81927,0.000541537,0.000541537,0.000541537
21,273.016,0.44021,0.48309,0.90421,0.99319,0.97895,0.99178,0.94843,0.28589,0.2969,0.81604,0.000534934,0.000534934,0.000534934
22,282.616,0.42724,0.46269,0.89693,0.99099,0.97767,0.99028,0.94706,0.3006,0.3002,0.8186,0.000528331,0.000528331,0.000528331
23,291.907,0.42167,0.45839,0.89372,0.99052,0.98034,0.99129,0.95339,0.29309,0.28848,0.81878,0.000521727,0.000521727,0.000521727
24,300.918,0.42093,0.45869,0.89668,0.98956,0.98078,0.99056,0.95278,0.27479,0.29063,0.81584,0.000515124,0.000515124,0.000515124
25,310.17,0.43947,0.45697,0.89905,0.9938,0.97846,0.99167,0.94787,0.31546,0.29833,0.81966,0.000508521,0.000508521,0.000508521
26,319.701,0.43339,0.44139,0.89945,0.99262,0.97987,0.99177,0.95907,0.25928,0.27071,0.81273,0.000501917,0.000501917,0.000501917
27,329.049,0.41194,0.44566,0.89876,0.99252,0.97941,0.99224,0.94936,0.31375,0.29646,0.82008,0.000495314,0.000495314,0.000495314
28,337.897,0.40746,0.4285,0.88832,0.99228,0.9821,0.99264,0.95816,0.28492,0.2849,0.81295,0.000488711,0.000488711,0.000488711
29,346.844,0.41222,0.43107,0.89074,0.99612,0.9774,0.99105,0.9551,0.28309,0.27505,0.81639,0.000482108,0.000482108,0.000482108
30,356.01,0.41317,0.42707,0.8893,0.99408,0.97906,0.99111,0.95584,0.26528,0.27713,0.80836,0.000475504,0.000475504,0.000475504
31,364.991,0.40148,0.41932,0.88835,0.99277,0.98159,0.99299,0.95957,0.26531,0.27175,0.81254,0.000468901,0.000468901,0.000468901
32,373.995,0.41463,0.43125,0.90078,0.99435,0.98282,0.99326,0.96263,0.26678,0.26634,0.81024,0.000462298,0.000462298,0.000462298
33,383.175,0.40894,0.41705,0.89254,0.99473,0.9821,0.99309,0.95672,0.28888,0.26622,0.81493,0.000455694,0.000455694,0.000455694
34,392.681,0.39541,0.40543,0.89009,0.98975,0.98456,0.99321,0.96083,0.2798,0.26265,0.81064,0.000449091,0.000449091,0.000449091
35,402.209,0.39159,0.40158,0.88328,0.99549,0.9789,0.99225,0.9586,0.27912,0.25934,0.81189,0.000442488,0.000442488,0.000442488
36,411.647,0.39176,0.4061,0.88807,0.99247,0.98086,0.99263,0.96284,0.25888,0.25738,0.80903,0.000435884,0.000435884,0.000435884
37,421.403,0.38698,0.39688,0.8849,0.99537,0.98103,0.9932,0.96357,0.25736,0.25299,0.80892,0.000429281,0.000429281,0.000429281
38,431.068,0.39719,0.39826,0.8834,0.9913,0.98471,0.99325,0.95912,0.28413,0.26246,0.81514,0.000422678,0.000422678,0.000422678
39,441.582,0.40588,0.40279,0.88308,0.99625,0.98166,0.99336,0.96444,0.25285,0.25233,0.8079,0.000416075,0.000416075,0.000416075
40,451.808,0.39197,0.38773,0.88223,0.99041,0.9861,0.99333,0.96533,0.27002,0.24778,0.80852,0.000409471,0.000409471,0.000409471
41,461.839,0.39276,0.38002,0.88539,0.99209,0.98454,0.99325,0.96579,0.2585,0.24784,0.80781,0.000402868,0.000402868,0.000402868
42,471.656,0.38796,0.38164,0.88078,0.99242,0.98425,0.99244,0.96441,0.25461,0.24528,0.81039,0.000396265,0.000396265,0.000396265
43,481.671,0.37202,0.36637,0.87192,0.99249,0.98329,0.99282,0.96534,0.25176,0.24065,0.80497,0.000389661,0.000389661,0.000389661
44,491.312,0.3811,0.37379,0.87873,0.99605,0.98046,0.9931,0.96576,0.24791,0.23958,0.80423,0.000383058,0.000383058,0.000383058
45,500.944,0.3945,0.37696,0.88267,0.99458,0.98342,0.99325,0.96277,0.27372,0.24517,0.81147,0.000376455,0.000376455,0.000376455
46,510.856,0.38487,0.37875,0.88298,0.99804,0.97905,0.99308,0.96725,0.23641,0.2362,0.80366,0.000369851,0.000369851,0.000369851
47,520.661,0.38322,0.36625,0.88208,0.99191,0.98394,0.99326,0.96011,0.28084,0.24662,0.80917,0.000363248,0.000363248,0.000363248
48,530.381,0.36776,0.35534,0.87011,0.99531,0.98276,0.99328,0.96745,0.24636,0.23931,0.80436,0.000356645,0.000356645,0.000356645
49,540.168,0.3804,0.36126,0.88094,0.9969,0.9817,0.993,0.96681,0.2548,0.23616,0.80518,0.000350042,0.000350042,0.000350042
50,549.821,0.36959,0.35621,0.8743,0.9948,0.98214,0.99306,0.96763,0.24351,0.23625,0.8043,0.000343438,0.000343438,0.000343438
51,559.572,0.38433,0.35934,0.88104,0.99718,0.98241,0.99346,0.96772,0.24935,0.23779,0.8061,0.000336835,0.000336835,0.000336835
52,569.265,0.37083,0.34859,0.88023,0.99555,0.98293,0.99357,0.96796,0.24682,0.23036,0.804,0.000330232,0.000330232,0.000330232
53,579.039,0.36268,0.34583,0.87243,0.99213,0.98687,0.99364,0.96533,0.2567,0.23106,0.80666,0.000323628,0.000323628,0.000323628
54,588.965,0.37066,0.35624,0.87359,0.99273,0.98443,0.99378,0.96702,0.24552,0.23256,0.80407,0.000317025,0.000317025,0.000317025
55,598.623,0.37146,0.35218,0.87953,0.99295,0.9858,0.99374,0.9672,0.26913,0.23308,0.80473,0.000310422,0.000310422,0.000310422
56,608.523,0.37328,0.34671,0.8761,0.99276,0.98649,0.99373,0.96773,0.26176,0.23066,0.80393,0.000303818,0.000303818,0.000303818
57,618.218,0.36966,0.3481,0.87483,0.99557,0.98358,0.99375,0.97063,0.2372,0.22074,0.80138,0.000297215,0.000297215,0.000297215
58,627.825,0.36117,0.33895,0.87426,0.99499,0.98562,0.99388,0.9712,0.22783,0.22042,0.80047,0.000290612,0.000290612,0.000290612
59,637.427,0.35854,0.33269,0.86901,0.99527,0.9836,0.99373,0.96909,0.24809,0.22368,0.80357,0.000284009,0.000284009,0.000284009
60,647.243,0.35672,0.33857,0.87042,0.99521,0.98369,0.99303,0.97051,0.23258,0.22157,0.802,0.000277405,0.000277405,0.000277405
61,656.83,0.35466,0.33338,0.8718,0.99618,0.98578,0.99366,0.97099,0.23669,0.22026,0.80051,0.000270802,0.000270802,0.000270802
62,666.325,0.36161,0.33285,0.87692,0.99556,0.98404,0.99366,0.97014,0.24685,0.21985,0.80065,0.000264199,0.000264199,0.000264199
63,675.682,0.34704,0.32494,0.86845,0.99328,0.98782,0.99372,0.97189,0.22239,0.2118,0.798,0.000257595,0.000257595,0.000257595
64,685.239,0.34907,0.321,0.8638,0.99459,0.98535,0.99361,0.97206,0.23948,0.21793,0.80081,0.000250992,0.000250992,0.000250992
65,694.818,0.3581,0.32829,0.87514,0.99405,0.98688,0.99381,0.97135,0.23863,0.21564,0.79839,0.000244389,0.000244389,0.000244389
66,704.666,0.35223,0.32163,0.86682,0.99717,0.98302,0.99414,0.97168,0.22919,0.21326,0.79831,0.000237785,0.000237785,0.000237785
67,714.502,0.34822,0.31859,0.86668,0.99641,0.98566,0.99386,0.96859,0.2551,0.21863,0.80131,0.000231182,0.000231182,0.000231182
68,724.151,0.35575,0.32298,0.87043,0.99622,0.98248,0.99335,0.97157,0.24508,0.21677,0.79975,0.000224579,0.000224579,0.000224579
69,733.741,0.35233,0.32358,0.86575,0.99608,0.98331,0.99391,0.97431,0.22638,0.21012,0.79687,0.000217976,0.000217976,0.000217976
70,743.377,0.34268,0.312,0.86498,0.99402,0.98469,0.9937,0.974,0.22066,0.20479,0.79651,0.000211372,0.000211372,0.000211372
71,753.06,0.35408,0.32111,0.86925,0.99481,0.98484,0.99403,0.97236,0.22926,0.2094,0.79859,0.000204769,0.000204769,0.000204769
72,762.575,0.33852,0.30855,0.86368,0.99641,0.9847,0.99381,0.97277,0.22696,0.208,0.79788,0.000198166,0.000198166,0.000198166
73,771.996,0.33983,0.30786,0.86598,0.99356,0.98684,0.99363,0.97339,0.22618,0.20577,0.7973,0.000191562,0.000191562,0.000191562
74,781.58,0.344,0.31173,0.8655,0.9957,0.9853,0.9938,0.97389,0.22804,0.20378,0.79634,0.000184959,0.000184959,0.000184959
75,790.921,0.33828,0.30347,0.86984,0.99526,0.98497,0.99414,0.97467,0.22546,0.20458,0.7962,0.000178356,0.000178356,0.000178356
76,800.468,0.34387,0.3123,0.86389,0.99421,0.98657,0.99417,0.97442,0.22898,0.20155,0.79712,0.000171752,0.000171752,0.000171752
77,810.017,0.34161,0.30873,0.86512,0.99426,0.98674,0.99393,0.97449,0.23658,0.20468,0.79827,0.000165149,0.000165149,0.000165149
78,819.438,0.33969,0.30462,0.86355,0.99575,0.985,0.99387,0.97625,0.20939,0.19855,0.79541,0.000158546,0.000158546,0.000158546
79,828.843,0.33725,0.30315,0.86396,0.99655,0.98393,0.99396,0.97583,0.21647,0.19839,0.79652,0.000151943,0.000151943,0.000151943
80,838.143,0.33556,0.30074,0.86145,0.99664,0.98393,0.99348,0.97472,0.23419,0.20412,0.79738,0.000145339,0.000145339,0.000145339
81,847.559,0.34197,0.30561,0.86789,0.99377,0.98604,0.99365,0.97451,0.23366,0.20121,0.79626,0.000138736,0.000138736,0.000138736
82,856.96,0.34114,0.30822,0.86582,0.99588,0.98779,0.99393,0.97564,0.22489,0.19806,0.79603,0.000132133,0.000132133,0.000132133
83,866.379,0.33486,0.3008,0.85958,0.99409,0.98812,0.99382,0.97499,0.22565,0.1983,0.796,0.000125529,0.000125529,0.000125529
84,875.653,0.33411,0.29811,0.86688,0.99447,0.98594,0.99376,0.97562,0.21984,0.1957,0.79524,0.000118926,0.000118926,0.000118926
85,885.056,0.32127,0.2944,0.86228,0.99602,0.98497,0.99383,0.9758,0.21652,0.19478,0.79477,0.000112323,0.000112323,0.000112323
86,894.361,0.31719,0.28712,0.86073,0.99429,0.98639,0.99332,0.97513,0.22408,0.19464,0.7949,0.00010572,0.00010572,0.00010572
87,904.026,0.3287,0.29109,0.86719,0.99193,0.98839,0.9938,0.977,0.21179,0.19176,0.79318,9.91162e-05,9.91162e-05,9.91162e-05
88,913.361,0.32533,0.29186,0.86311,0.99349,0.98829,0.99357,0.97578,0.21667,0.19252,0.7945,9.25129e-05,9.25129e-05,9.25129e-05
89,922.577,0.32904,0.29054,0.86114,0.99455,0.98646,0.99388,0.97593,0.22481,0.19288,0.79461,8.59096e-05,8.59096e-05,8.59096e-05
90,931.847,0.32116,0.28919,0.8622,0.99418,0.98714,0.99362,0.97654,0.21066,0.18758,0.79342,7.93063e-05,7.93063e-05,7.93063e-05
91,947.97,0.25852,0.23954,0.826,0.99641,0.98505,0.99339,0.97586,0.20664,0.18891,0.79316,7.2703e-05,7.2703e-05,7.2703e-05
92,958.136,0.24439,0.23182,0.8241,0.99596,0.98624,0.9939,0.97694,0.21201,0.18841,0.79267,6.60997e-05,6.60997e-05,6.60997e-05
93,967.881,0.241,0.22828,0.81601,0.99575,0.98572,0.99378,0.97766,0.20942,0.18701,0.79272,5.94964e-05,5.94964e-05,5.94964e-05
94,977.134,0.24255,0.23089,0.81711,0.99574,0.98549,0.99385,0.97741,0.21596,0.18801,0.79322,5.28931e-05,5.28931e-05,5.28931e-05
95,986.66,0.23966,0.22796,0.81913,0.99574,0.98626,0.99396,0.9775,0.21337,0.18551,0.79302,4.62898e-05,4.62898e-05,4.62898e-05
96,996.025,0.24321,0.22689,0.81949,0.99656,0.98623,0.99362,0.97739,0.21449,0.18503,0.79233,3.96865e-05,3.96865e-05,3.96865e-05
97,1005.6,0.24277,0.22618,0.81944,0.99643,0.9861,0.994,0.97815,0.20434,0.18322,0.79131,3.30832e-05,3.30832e-05,3.30832e-05
98,1015.13,0.24066,0.22435,0.81871,0.99668,0.98641,0.99393,0.97839,0.2091,0.18387,0.79195,2.64799e-05,2.64799e-05,2.64799e-05
99,1024.61,0.2359,0.22056,0.81143,0.99604,0.98681,0.99391,0.97809,0.20981,0.1831,0.79179,1.98766e-05,1.98766e-05,1.98766e-05
100,1034.27,0.23777,0.22168,0.81257,0.99608,0.9862,0.99392,0.9784,0.20516,0.1813,0.79137,1.32733e-05,1.32733e-05,1.32733e-05
