epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,32.1392,0.77086,4.12328,1.0287,0.00874,0.5008,0.03773,0.02577,0.43297,3.93119,0.83584,0.00016008,0.00016008,0.00016008
2,62.5034,0.71504,3.46955,0.97887,0.72824,0.07591,0.16743,0.14196,0.50334,3.39905,0.8363,0.000323594,0.000323594,0.000323594
3,92.8159,0.83692,2.75465,1.05912,0.63639,0.27854,0.35123,0.29849,0.56755,2.55489,0.87508,0.000483807,0.000483807,0.000483807
4,123.453,0.78757,2.35436,1.00478,0.67308,0.4891,0.46067,0.39757,0.51213,1.99048,0.88295,0.000640718,0.000640718,0.000640718
5,150.012,0.79992,2.07328,1.01537,0.65367,0.51928,0.53085,0.4415,0.59589,1.85797,0.92862,0.000640587,0.000640587,0.000640587
6,180.965,0.77262,1.77687,1.029,0.72038,0.51958,0.60294,0.51119,0.56424,1.38755,0.9093,0.000633983,0.000633983,0.000633983
7,215.278,0.7628,1.47854,0.99139,0.78729,0.57562,0.68515,0.58803,0.53121,1.13205,0.89525,0.00062738,0.00062738,0.00062738
8,248.002,0.73276,1.36895,1.00839,0.80724,0.66845,0.7573,0.66038,0.49636,0.93575,0.87919,0.000620777,0.000620777,0.000620777
9,281.618,0.68108,1.2999,0.97693,0.78627,0.62285,0.7124,0.62263,0.48596,0.94877,0.87979,0.000614174,0.000614174,0.000614174
10,311.254,0.67302,1.19579,0.99594,0.72274,0.67531,0.75691,0.67712,0.45377,1.02682,0.88394,0.00060757,0.00060757,0.00060757
11,341.435,0.63969,1.16589,0.97418,0.80525,0.73854,0.78924,0.71719,0.41469,0.74407,0.86833,0.000600967,0.000600967,0.000600967
12,371.879,0.6325,1.08883,0.95282,0.82413,0.77653,0.84985,0.76493,0.43757,0.70795,0.86695,0.000594364,0.000594364,0.000594364
13,403,0.6,0.99183,0.95186,0.85155,0.79899,0.88016,0.80278,0.4276,0.68091,0.86113,0.00058776,0.00058776,0.00058776
14,434.405,0.62248,1.00188,0.97292,0.82917,0.80758,0.86696,0.78274,0.43592,0.68954,0.85517,0.000581157,0.000581157,0.000581157
15,464.683,0.60444,0.95552,0.95272,0.91755,0.82828,0.90812,0.82648,0.41752,0.60671,0.85054,0.000574554,0.000574554,0.000574554
16,492.96,0.60491,0.95067,0.9605,0.87114,0.88012,0.93055,0.86233,0.39415,0.57998,0.85251,0.00056795,0.00056795,0.00056795
17,520.291,0.57109,0.91098,0.94757,0.87706,0.87955,0.94248,0.87828,0.37497,0.57184,0.84377,0.000561347,0.000561347,0.000561347
18,553.751,0.56744,0.85755,0.94406,0.90354,0.89287,0.95017,0.87903,0.38786,0.54129,0.84567,0.000554744,0.000554744,0.000554744
19,586.266,0.5614,0.83307,0.94535,0.9382,0.92697,0.9662,0.89407,0.3706,0.53304,0.84619,0.000548141,0.000548141,0.000548141
20,619.772,0.54902,0.81116,0.9431,0.95638,0.91277,0.96865,0.90695,0.36008,0.48556,0.83936,0.000541537,0.000541537,0.000541537
21,651.252,0.54518,0.79237,0.94406,0.94166,0.91702,0.97106,0.89718,0.37275,0.48907,0.84732,0.000534934,0.000534934,0.000534934
22,680.756,0.54275,0.79663,0.95931,0.95503,0.92602,0.975,0.90517,0.38667,0.50746,0.85261,0.000528331,0.000528331,0.000528331
23,709.926,0.56235,0.815,0.96759,0.94509,0.94654,0.97986,0.91361,0.35215,0.49301,0.84747,0.000521727,0.000521727,0.000521727
24,739.795,0.52961,0.72972,0.92469,0.9659,0.9326,0.98137,0.91395,0.36184,0.47405,0.84161,0.000515124,0.000515124,0.000515124
25,770.308,0.53904,0.72848,0.93574,0.96846,0.94946,0.98346,0.9262,0.34026,0.4462,0.83666,0.000508521,0.000508521,0.000508521
