epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,891.899,0.47896,0.6288,0.91908,0.98638,0.97453,0.9888,0.93579,0.3295,0.38741,0.82893,0.000501917,0.000501917,0.000501917
27,924.595,0.46088,0.61698,0.90645,0.97996,0.96564,0.9875,0.93889,0.30919,0.37332,0.82189,0.000495314,0.000495314,0.000495314
28,958.261,0.47213,0.6162,0.91288,0.97607,0.9691,0.98783,0.92948,0.33839,0.37486,0.82605,0.000488711,0.000488711,0.000488711
29,990.791,0.46941,0.58767,0.91335,0.98687,0.97223,0.98854,0.93677,0.32204,0.38959,0.82715,0.000482108,0.000482108,0.000482108
30,1024.36,0.47814,0.5907,0.91668,0.98793,0.97492,0.98924,0.93765,0.31215,0.37117,0.82214,0.000475504,0.000475504,0.000475504
31,1054.42,0.483,0.58268,0.91033,0.99001,0.96329,0.98393,0.93526,0.31176,0.37111,0.82234,0.000468901,0.000468901,0.000468901
32,1088.2,0.47378,0.56364,0.91667,0.99193,0.96868,0.98874,0.93387,0.31675,0.35666,0.81985,0.000462298,0.000462298,0.000462298
33,1124.4,0.44924,0.54637,0.89936,0.9912,0.97114,0.98862,0.94173,0.29702,0.34332,0.81936,0.000455694,0.000455694,0.000455694
34,1161.47,0.43962,0.53991,0.88949,0.98702,0.97625,0.98965,0.9387,0.315,0.35914,0.82021,0.000449091,0.000449091,0.000449091
35,1196.44,0.44975,0.5563,0.9015,0.99049,0.9751,0.98921,0.94536,0.29275,0.33236,0.8172,0.000442488,0.000442488,0.000442488
36,1229.91,0.43931,0.53052,0.90663,0.99231,0.97561,0.99027,0.94218,0.30812,0.34847,0.81973,0.000435884,0.000435884,0.000435884
37,1261.88,0.43625,0.52303,0.89106,0.99251,0.97538,0.98958,0.94485,0.29297,0.33326,0.81701,0.000429281,0.000429281,0.000429281
38,1294.76,0.44746,0.52906,0.90808,0.99355,0.97611,0.99128,0.95111,0.27683,0.32814,0.8136,0.000422678,0.000422678,0.000422678
39,1328.94,0.43002,0.52338,0.89458,0.98964,0.97909,0.99016,0.9382,0.33775,0.3326,0.81909,0.000416075,0.000416075,0.000416075
40,1361.93,0.43307,0.51066,0.89166,0.994,0.97714,0.99079,0.94755,0.28871,0.32024,0.81501,0.000409471,0.000409471,0.000409471
41,1394.82,0.43508,0.49753,0.89529,0.99407,0.97611,0.99087,0.95212,0.27166,0.31882,0.8123,0.000402868,0.000402868,0.000402868
42,1424.81,0.42783,0.50085,0.88463,0.99218,0.97673,0.99036,0.94919,0.30103,0.3182,0.81527,0.000396265,0.000396265,0.000396265
43,1458.69,0.42708,0.49278,0.8917,0.99241,0.9738,0.98895,0.94935,0.29281,0.3113,0.81699,0.000389661,0.000389661,0.000389661
44,1494.79,0.43048,0.49896,0.8915,0.99393,0.97575,0.99057,0.95062,0.27625,0.31909,0.81497,0.000383058,0.000383058,0.000383058
45,1529.89,0.42555,0.50366,0.90036,0.99027,0.97908,0.99012,0.94763,0.29676,0.31086,0.81594,0.000376455,0.000376455,0.000376455
46,1562.76,0.40502,0.46558,0.88456,0.9923,0.97616,0.99044,0.94696,0.29338,0.31428,0.81091,0.000369851,0.000369851,0.000369851
47,1595.01,0.42998,0.50192,0.89856,0.99183,0.97753,0.99023,0.95004,0.28445,0.31264,0.81362,0.000363248,0.000363248,0.000363248
48,1627.66,0.42391,0.48805,0.88848,0.99,0.97735,0.98899,0.94598,0.29755,0.31212,0.81518,0.000356645,0.000356645,0.000356645
49,1659.99,0.39965,0.46758,0.88283,0.99272,0.97487,0.98929,0.95371,0.26539,0.29724,0.81016,0.000350042,0.000350042,0.000350042
50,1692.36,0.39755,0.46345,0.88332,0.99063,0.97716,0.98934,0.95442,0.27605,0.30213,0.8093,0.000343438,0.000343438,0.000343438
51,1724.78,0.40666,0.46814,0.8901,0.99318,0.97452,0.98995,0.95063,0.28882,0.30236,0.81288,0.000336835,0.000336835,0.000336835
52,1756.14,0.41139,0.46871,0.89545,0.9911,0.97797,0.98986,0.95453,0.27811,0.29287,0.8113,0.000330232,0.000330232,0.000330232
53,1785.58,0.4032,0.46837,0.88511,0.99226,0.97726,0.99024,0.95211,0.2819,0.29856,0.81142,0.000323628,0.000323628,0.000323628
54,1820.58,0.39574,0.44446,0.88957,0.99348,0.97609,0.98856,0.95186,0.26706,0.28543,0.80961,0.000317025,0.000317025,0.000317025
55,1856.82,0.41935,0.46968,0.88939,0.99249,0.98057,0.99027,0.95385,0.27144,0.2889,0.81088,0.000310422,0.000310422,0.000310422
56,1893.33,0.41013,0.4588,0.88077,0.99022,0.98017,0.9897,0.95321,0.27998,0.29309,0.8117,0.000303818,0.000303818,0.000303818
57,1926.89,0.40625,0.45995,0.87957,0.99331,0.97648,0.9908,0.95188,0.26154,0.28533,0.80862,0.000297215,0.000297215,0.000297215
58,1958.45,0.39882,0.46817,0.88682,0.99268,0.97928,0.99115,0.9518,0.30021,0.29274,0.81262,0.000290612,0.000290612,0.000290612
59,1989.71,0.39873,0.46156,0.88435,0.9948,0.97807,0.99182,0.95907,0.2579,0.28522,0.80934,0.000284009,0.000284009,0.000284009
60,2022.46,0.40093,0.45106,0.87643,0.99585,0.97561,0.99074,0.95289,0.28063,0.28522,0.80926,0.000277405,0.000277405,0.000277405
61,2055.03,0.41089,0.44973,0.88558,0.99232,0.97549,0.99018,0.95552,0.26252,0.28285,0.80807,0.000270802,0.000270802,0.000270802
62,2087.95,0.3815,0.44012,0.8879,0.99235,0.97907,0.99135,0.9574,0.26105,0.28446,0.80669,0.000264199,0.000264199,0.000264199
63,2119.41,0.39821,0.44451,0.88226,0.99539,0.97798,0.99167,0.95964,0.2582,0.27951,0.80743,0.000257595,0.000257595,0.000257595
64,2150.75,0.38961,0.43455,0.88238,0.99333,0.97914,0.99151,0.96051,0.25837,0.27456,0.808,0.000250992,0.000250992,0.000250992
65,2184.98,0.40311,0.43862,0.87666,0.99487,0.9772,0.99097,0.96013,0.25792,0.27511,0.80705,0.000244389,0.000244389,0.000244389
66,2218.72,0.38803,0.428,0.87586,0.99375,0.97754,0.99076,0.95365,0.28397,0.28229,0.80903,0.000237785,0.000237785,0.000237785
67,2255.81,0.40106,0.42772,0.87857,0.99322,0.97867,0.99083,0.95809,0.25016,0.27205,0.80584,0.000231182,0.000231182,0.000231182
68,2288.12,0.37698,0.41556,0.86968,0.99286,0.9791,0.99104,0.95635,0.28228,0.27472,0.80765,0.000224579,0.000224579,0.000224579
69,2320.08,0.37429,0.42409,0.87015,0.99078,0.98302,0.99154,0.9604,0.24406,0.26392,0.8035,0.000217976,0.000217976,0.000217976
70,2352.78,0.37519,0.4226,0.87079,0.99482,0.97885,0.99164,0.95724,0.267,0.26712,0.80617,0.000211372,0.000211372,0.000211372
71,2385.6,0.39033,0.43221,0.87991,0.9956,0.97802,0.99126,0.95832,0.24784,0.26554,0.8042,0.000204769,0.000204769,0.000204769
72,2417.03,0.38198,0.42778,0.87265,0.99402,0.978,0.99107,0.9547,0.28071,0.27367,0.80669,0.000198166,0.000198166,0.000198166
73,2449.46,0.3641,0.39669,0.85917,0.99527,0.97748,0.99132,0.95895,0.25465,0.2646,0.80295,0.000191562,0.000191562,0.000191562
74,2480.95,0.36649,0.40946,0.88031,0.99629,0.97783,0.99151,0.9612,0.25231,0.25879,0.80286,0.000184959,0.000184959,0.000184959
75,2512.39,0.36784,0.3962,0.86665,0.9958,0.97979,0.99184,0.96115,0.25274,0.25885,0.80363,0.000178356,0.000178356,0.000178356
76,2546.28,0.36441,0.41473,0.87797,0.99421,0.9812,0.99166,0.96021,0.2521,0.25721,0.80452,0.000171752,0.000171752,0.000171752
77,2581.76,0.37943,0.40812,0.87578,0.99411,0.98116,0.99144,0.96097,0.24699,0.2553,0.80457,0.000165149,0.000165149,0.000165149
78,2616.73,0.38678,0.40722,0.87749,0.99487,0.97986,0.99179,0.96182,0.24748,0.25475,0.8038,0.000158546,0.000158546,0.000158546
79,2650.71,0.36361,0.40208,0.86748,0.99621,0.97758,0.9914,0.96006,0.25326,0.25572,0.80453,0.000151943,0.000151943,0.000151943
80,2682.05,0.37945,0.40178,0.87082,0.99329,0.97918,0.99189,0.9615,0.25668,0.25701,0.80504,0.000145339,0.000145339,0.000145339
81,2714.59,0.37234,0.40632,0.87421,0.99353,0.98064,0.99158,0.95997,0.2764,0.25957,0.80556,0.000138736,0.000138736,0.000138736
82,2748.23,0.36363,0.40404,0.86861,0.99231,0.98182,0.99126,0.96134,0.24014,0.25199,0.80321,0.000132133,0.000132133,0.000132133
83,2780.34,0.36611,0.39663,0.87299,0.99494,0.97758,0.99143,0.96068,0.25253,0.25034,0.80286,0.000125529,0.000125529,0.000125529
84,2813.18,0.35063,0.39572,0.86458,0.99457,0.97747,0.99152,0.96226,0.24241,0.2478,0.80111,0.000118926,0.000118926,0.000118926
85,2843.67,0.36011,0.38772,0.87211,0.99316,0.98079,0.99151,0.96296,0.23156,0.24507,0.8001,0.000112323,0.000112323,0.000112323
86,2875.88,0.34861,0.38361,0.86594,0.99344,0.98151,0.9913,0.96114,0.2601,0.24971,0.80252,0.00010572,0.00010572,0.00010572
87,2912.02,0.35663,0.39283,0.87012,0.99256,0.9818,0.99146,0.96292,0.23846,0.24355,0.80089,9.91162e-05,9.91162e-05,9.91162e-05
88,2946.3,0.34248,0.37597,0.85758,0.99209,0.98237,0.99161,0.96435,0.23531,0.24274,0.80059,9.25129e-05,9.25129e-05,9.25129e-05
89,2979.86,0.35754,0.3966,0.86607,0.99646,0.97945,0.99145,0.96371,0.24699,0.2455,0.80094,8.59096e-05,8.59096e-05,8.59096e-05
90,3011.46,0.3547,0.38725,0.87554,0.99726,0.97852,0.99163,0.96355,0.24552,0.24352,0.80094,7.93063e-05,7.93063e-05,7.93063e-05
91,3050.96,0.27111,0.33264,0.83063,0.99418,0.98148,0.99164,0.96421,0.23606,0.23982,0.79888,7.2703e-05,7.2703e-05,7.2703e-05
92,3084.14,0.27336,0.32939,0.82615,0.99503,0.9806,0.9914,0.963,0.24515,0.24017,0.79871,6.60997e-05,6.60997e-05,6.60997e-05
93,3118.3,0.26743,0.31915,0.81524,0.99413,0.97993,0.99156,0.96286,0.24517,0.24014,0.79949,5.94964e-05,5.94964e-05,5.94964e-05
94,3149.39,0.27412,0.32567,0.83,0.99689,0.97789,0.99192,0.96412,0.2328,0.23852,0.7984,5.28931e-05,5.28931e-05,5.28931e-05
95,3181.54,0.26336,0.31257,0.81353,0.99552,0.97968,0.992,0.96366,0.23588,0.2401,0.79811,4.62898e-05,4.62898e-05,4.62898e-05
96,3211.41,0.26876,0.32113,0.82395,0.99448,0.97983,0.99153,0.96431,0.23406,0.23758,0.79819,3.96865e-05,3.96865e-05,3.96865e-05
97,3244.67,0.25115,0.29583,0.8093,0.99399,0.98003,0.99166,0.96514,0.2327,0.2353,0.7983,3.30832e-05,3.30832e-05,3.30832e-05
98,3280.35,0.26602,0.31002,0.81636,0.99386,0.98016,0.99143,0.96538,0.23463,0.23581,0.79801,2.64799e-05,2.64799e-05,2.64799e-05
99,3313.14,0.26526,0.31172,0.82164,0.99415,0.98053,0.99168,0.96516,0.23073,0.23276,0.79771,1.98766e-05,1.98766e-05,1.98766e-05
100,3347.44,0.271,0.32059,0.81756,0.99427,0.98076,0.99161,0.96545,0.22752,0.23055,0.79733,1.32733e-05,1.32733e-05,1.32733e-05
