epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,1088.28,0.52588,0.76747,0.91159,0.90553,0.87947,0.93601,0.86243,0.38622,0.55145,0.85047,0.000409471,0.000409471,0.000409471
41,1120.39,0.55651,0.8196,0.93825,0.91578,0.88971,0.94731,0.87367,0.38484,0.53556,0.84764,0.000402868,0.000402868,0.000402868
42,1151.87,0.52233,0.79235,0.91547,0.9318,0.88271,0.94942,0.87827,0.37073,0.53123,0.84655,0.000396265,0.000396265,0.000396265
43,1177.57,0.5546,0.90167,0.95444,0.9358,0.8902,0.9522,0.87785,0.3948,0.52841,0.85548,0.000389661,0.000389661,0.000389661
44,1202.92,0.55118,0.79174,0.93131,0.9354,0.89272,0.95805,0.88268,0.39329,0.5182,0.85676,0.000383058,0.000383058,0.000383058
45,1227.69,0.55909,0.79573,0.95089,0.92999,0.89385,0.95981,0.88076,0.39625,0.51652,0.85743,0.000376455,0.000376455,0.000376455
46,1252.2,0.52291,0.74852,0.91866,0.91877,0.90937,0.96453,0.89934,0.35943,0.49209,0.84866,0.000369851,0.000369851,0.000369851
47,1276.66,0.5259,0.78743,0.90442,0.9214,0.91315,0.96752,0.90202,0.35673,0.48874,0.84446,0.000363248,0.000363248,0.000363248
48,1303.52,0.53506,0.72669,0.92931,0.93059,0.91046,0.96754,0.89303,0.38498,0.49578,0.8487,0.000356645,0.000356645,0.000356645
49,1328.82,0.51361,0.72334,0.92458,0.94886,0.90861,0.96899,0.8857,0.4016,0.50371,0.85477,0.000350042,0.000350042,0.000350042
50,1353.02,0.52016,0.77535,0.93062,0.939,0.92507,0.96995,0.89846,0.36886,0.49563,0.85028,0.000343438,0.000343438,0.000343438
51,1375.55,0.50296,0.71698,0.93068,0.94748,0.92753,0.96948,0.90891,0.34162,0.46883,0.84458,0.000336835,0.000336835,0.000336835
52,1399.41,0.50996,0.71557,0.92017,0.95549,0.91974,0.96739,0.90849,0.33454,0.45003,0.84173,0.000330232,0.000330232,0.000330232
53,1434.07,0.51278,0.69996,0.92476,0.94972,0.92224,0.96769,0.90378,0.35443,0.45688,0.84334,0.000323628,0.000323628,0.000323628
54,1467.28,0.51891,0.7158,0.9099,0.95167,0.91757,0.96903,0.90204,0.36856,0.47605,0.84216,0.000317025,0.000317025,0.000317025
55,1498.13,0.52061,0.74387,0.93583,0.94979,0.92803,0.97466,0.9088,0.35287,0.46097,0.83892,0.000310422,0.000310422,0.000310422
56,1523.26,0.50086,0.66129,0.91855,0.96212,0.92643,0.97577,0.91188,0.35439,0.45768,0.8382,0.000303818,0.000303818,0.000303818
57,1547.18,0.53298,0.68054,0.93746,0.96394,0.92475,0.97658,0.91783,0.33763,0.43948,0.8359,0.000297215,0.000297215,0.000297215
58,1571.8,0.4895,0.65003,0.91096,0.96017,0.93088,0.97622,0.9126,0.34614,0.43693,0.83685,0.000290612,0.000290612,0.000290612
59,1594.93,0.51386,0.70625,0.92831,0.96331,0.92815,0.97598,0.91354,0.34947,0.43564,0.8375,0.000284009,0.000284009,0.000284009
60,1618.95,0.51053,0.70526,0.93292,0.96386,0.9305,0.97665,0.913,0.35004,0.43043,0.84028,0.000277405,0.000277405,0.000277405
61,1643.46,0.46897,0.63785,0.90536,0.96479,0.93356,0.9767,0.91294,0.34313,0.43148,0.84131,0.000270802,0.000270802,0.000270802
62,1668.39,0.50648,0.64947,0.9356,0.95808,0.93648,0.97761,0.91593,0.3481,0.43385,0.83992,0.000264199,0.000264199,0.000264199
63,1693.17,0.48113,0.65362,0.92113,0.96052,0.93947,0.97868,0.91613,0.35092,0.43718,0.8399,0.000257595,0.000257595,0.000257595
64,1718.42,0.44324,0.66777,0.90049,0.96278,0.94127,0.97878,0.9211,0.33974,0.43294,0.83815,0.000250992,0.000250992,0.000250992
65,1741.08,0.46893,0.66651,0.89288,0.96816,0.94045,0.98014,0.92299,0.33955,0.41793,0.8369,0.000244389,0.000244389,0.000244389
66,1764.72,0.49268,0.65624,0.919,0.97734,0.93625,0.98115,0.92501,0.33639,0.41096,0.83574,0.000237785,0.000237785,0.000237785
67,1794.93,0.50872,0.6894,0.91633,0.97698,0.94033,0.98033,0.92281,0.33757,0.40756,0.83566,0.000231182,0.000231182,0.000231182
68,1824.29,0.46581,0.6651,0.89785,0.97675,0.94086,0.97935,0.9196,0.33206,0.41028,0.83853,0.000224579,0.000224579,0.000224579
69,1855.42,0.47255,0.65528,0.90525,0.97835,0.94073,0.97857,0.92245,0.31994,0.40823,0.83659,0.000217976,0.000217976,0.000217976
70,1881.44,0.44094,0.59927,0.89064,0.97924,0.94151,0.98141,0.92649,0.32053,0.40259,0.83506,0.000211372,0.000211372,0.000211372
71,1907.14,0.47626,0.66834,0.90298,0.9746,0.94552,0.98198,0.9261,0.331,0.3979,0.83498,0.000204769,0.000204769,0.000204769
72,1930.79,0.47976,0.63763,0.92325,0.98034,0.94514,0.98228,0.92639,0.33017,0.39468,0.83349,0.000198166,0.000198166,0.000198166
73,1956.21,0.46289,0.61183,0.90609,0.98343,0.94581,0.98285,0.92817,0.31801,0.3916,0.8322,0.000191562,0.000191562,0.000191562
74,1982.54,0.47305,0.62086,0.92101,0.98309,0.94597,0.98283,0.92739,0.31659,0.38863,0.83333,0.000184959,0.000184959,0.000184959
75,2007.5,0.47917,0.62551,0.91366,0.97875,0.94674,0.98203,0.92888,0.30674,0.38182,0.83146,0.000178356,0.000178356,0.000178356
76,2033.74,0.45986,0.6049,0.90323,0.97432,0.9489,0.98227,0.9233,0.32445,0.38349,0.83417,0.000171752,0.000171752,0.000171752
77,2059.69,0.50094,0.63867,0.93636,0.97596,0.94887,0.98182,0.92347,0.32987,0.38381,0.83372,0.000165149,0.000165149,0.000165149
78,2085.17,0.49974,0.59871,0.91409,0.96836,0.95584,0.9819,0.925,0.32712,0.38384,0.83236,0.000158546,0.000158546,0.000158546
79,2107.06,0.43306,0.60487,0.90111,0.97071,0.95497,0.98062,0.92389,0.32351,0.38432,0.83391,0.000151943,0.000151943,0.000151943
80,2133.51,0.43247,0.60084,0.88904,0.97964,0.94872,0.98056,0.92573,0.31669,0.38266,0.83215,0.000145339,0.000145339,0.000145339
81,2163.42,0.43193,0.59032,0.9176,0.97994,0.95266,0.98164,0.92915,0.30768,0.38247,0.82995,0.000138736,0.000138736,0.000138736
82,2193.45,0.45551,0.63611,0.90916,0.98279,0.95323,0.98242,0.93027,0.30557,0.3819,0.82969,0.000132133,0.000132133,0.000132133
83,2220.38,0.45861,0.61017,0.90252,0.98261,0.95651,0.98269,0.93042,0.31205,0.38042,0.83056,0.000125529,0.000125529,0.000125529
84,2246.13,0.43563,0.60597,0.89101,0.98412,0.96059,0.98396,0.9303,0.32315,0.37532,0.83108,0.000118926,0.000118926,0.000118926
85,2273.45,0.45234,0.60379,0.90281,0.98594,0.96145,0.98427,0.93022,0.32657,0.37192,0.83148,0.000112323,0.000112323,0.000112323
86,2299.16,0.42459,0.57541,0.89369,0.98358,0.96332,0.984,0.93038,0.31792,0.36726,0.83065,0.00010572,0.00010572,0.00010572
87,2325.52,0.42876,0.56807,0.92826,0.98804,0.95637,0.98441,0.92825,0.31393,0.36602,0.83203,9.91162e-05,9.91162e-05,9.91162e-05
88,2351.63,0.43876,0.60298,0.9001,0.97641,0.96387,0.98346,0.92705,0.31194,0.36748,0.83255,9.25129e-05,9.25129e-05,9.25129e-05
89,2375.63,0.44987,0.57364,0.89757,0.98663,0.95064,0.98259,0.92951,0.30236,0.3699,0.83121,8.59096e-05,8.59096e-05,8.59096e-05
90,2400.85,0.43459,0.56646,0.89434,0.98508,0.95242,0.98233,0.93161,0.29924,0.36916,0.83002,7.93063e-05,7.93063e-05,7.93063e-05
91,2433.41,0.37076,0.51608,0.88232,0.98093,0.95291,0.98311,0.93228,0.30499,0.36605,0.82817,7.2703e-05,7.2703e-05,7.2703e-05
92,2456.98,0.36801,0.51463,0.85469,0.98278,0.95265,0.98325,0.93021,0.31564,0.36503,0.82788,6.60997e-05,6.60997e-05,6.60997e-05
93,2482.31,0.33607,0.51842,0.84906,0.98126,0.95357,0.98337,0.92954,0.31882,0.36534,0.828,5.94964e-05,5.94964e-05,5.94964e-05
94,2516.32,0.32594,0.52324,0.84341,0.98411,0.95516,0.98303,0.92803,0.31566,0.36433,0.82819,5.28931e-05,5.28931e-05,5.28931e-05
95,2551.64,0.36793,0.55486,0.86859,0.98442,0.95366,0.98255,0.92903,0.30839,0.36231,0.82804,4.62898e-05,4.62898e-05,4.62898e-05
96,2587.87,0.33933,0.48156,0.84603,0.98148,0.95682,0.98298,0.93,0.30568,0.36098,0.82815,3.96865e-05,3.96865e-05,3.96865e-05
97,2613.88,0.35153,0.48444,0.85489,0.98332,0.95824,0.98289,0.9318,0.29587,0.35691,0.8266,3.30832e-05,3.30832e-05,3.30832e-05
98,2639.09,0.33824,0.50125,0.85472,0.98499,0.95704,0.98337,0.93276,0.29238,0.35515,0.82607,2.64799e-05,2.64799e-05,2.64799e-05
99,2663.3,0.35609,0.5041,0.85431,0.98147,0.96176,0.98331,0.93331,0.29043,0.35369,0.82613,1.98766e-05,1.98766e-05,1.98766e-05
100,2688.15,0.33012,0.47904,0.84835,0.98135,0.96198,0.98338,0.93372,0.28897,0.3514,0.8259,1.32733e-05,1.32733e-05,1.32733e-05
